athlete,club,city,state/province,country
"Sagawinia, Brandon",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Albertson, Grace",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Beiler, Madison",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Best, Ian",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Bond, Mitchell",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Colasacco, Bryan",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Dunphy, Benjamin",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Fernandez, Alejandro",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Forsythe, Henry",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Galli, Antonio",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Gibson, Scott",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Haber, Samuel",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Hagberg, Julian",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Hamp, Michael",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Karas, Andrew",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Lent, Christopher",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"McGuigan, Brant",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Mellos, Christian",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Pentaleri, Michael",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Rogers, Sawyer",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Sands, James",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Scholz, Zachary",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Schutta, Andrew",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Shirey, Matthew",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Skeen, Nicholas",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Smith, Stryker",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Stewart, Noah",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Street, Nicholas",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Tracey, Tim",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Treubert, Austin",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Walsh, Matthew",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Walsh, Stephen",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Wood, Eli",U.s. Naval Academy Mens Crew,Annapolis,Maryland,US
"Bukowski, Timothy",Chaos Rowing,Apex,North Carolina,US
"Muhlebach, Felix",Chaos Rowing,Apex,North Carolina,US
"Bazakas-Chamberlain, Melissa",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Brevnova, Olga",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Chen, Tony",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Corning, Trevor",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Cronin, Adam",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Gharibian, Emma",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Green, Julian",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Jaeger, Alena",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Judge, Abigail",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Keniston, Jessica",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Kiejna, Bridget",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Metelmann, Linnea",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Mooney, Brendan",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Nielsen, Lennart",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Niles, Owen",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Pratt, Louis",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Rodriguez, Anthony",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Ryan, Dylan",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Sass, Ryan",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Schoonmaker, Laura",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Tanner, Adrian",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Tiffany, James",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Wenzel, Joseph",Arlington-Belmont Crew,Arlington,Massachusetts,US
"Bryant, Taylor",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Fetner, John",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Holmquist, Karsten",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Lacksen, Will",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Lee, Hyunchan Chris",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Lynn, Mitchell",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Rodgers, Graham",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Threlkeld, Cullen",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Trumbauer, Tessa",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Williamson, Brad",The Rowing Team At The University Of Georgia,Athens,Georgia,US
"Hynes, Madison",Atlanta Rowing Club,Atlanta,Georgia,US
"Aparicio, Luis",Atlanta Rowing Club,Atlanta,Georgia,US
"Barnett, Elizabeth",Atlanta Rowing Club,Atlanta,Georgia,US
"Bond, Kathryn",Atlanta Rowing Club,Atlanta,Georgia,US
"Boyd, Micah",Atlanta Rowing Club,Atlanta,Georgia,US
"Canavan, Rob",Atlanta Rowing Club,Atlanta,Georgia,US
"Chavez, Armando",Atlanta Rowing Club,Atlanta,Georgia,US
"Cloherty, William",Atlanta Rowing Club,Atlanta,Georgia,US
"Condrin, Steve",Atlanta Rowing Club,Atlanta,Georgia,US
"Connell, Shawn",Atlanta Rowing Club,Atlanta,Georgia,US
"de Koekkoek, Trevor",Atlanta Rowing Club,Atlanta,Georgia,US
"Detlefsen, Lauren",Atlanta Rowing Club,Atlanta,Georgia,US
"Gradek, Megan",Atlanta Rowing Club,Atlanta,Georgia,US
"hoey, chris",Atlanta Rowing Club,Atlanta,Georgia,US
"murray, paul",Atlanta Rowing Club,Atlanta,Georgia,US
"Nichols, Robert",Atlanta Rowing Club,Atlanta,Georgia,US
"Rhodes, Richard",Atlanta Rowing Club,Atlanta,Georgia,US
"Smith, Jordan",Atlanta Rowing Club,Atlanta,Georgia,US
"Choi, Min Seok",Emory Alumni Rowing,Atlanta,Georgia,US
"Dermody-McKeen, Alex",Emory Alumni Rowing,Atlanta,Georgia,US
"Arondel, Gabby",Emory Alumni Rowing,Atlanta,Georgia,US
"Aubin, William",Emory Alumni Rowing,Atlanta,Georgia,US
"Brooks, Ali",Emory Alumni Rowing,Atlanta,Georgia,US
"Conley, Rebecca",Emory Alumni Rowing,Atlanta,Georgia,US
"Connor, Tommy",Emory Alumni Rowing,Atlanta,Georgia,US
"Davis, Jared",Emory Alumni Rowing,Atlanta,Georgia,US
"Fuchs, Bari",Emory Alumni Rowing,Atlanta,Georgia,US
"Gutzeit, Vanessa",Emory Alumni Rowing,Atlanta,Georgia,US
"Hanif, Adam",Emory Alumni Rowing,Atlanta,Georgia,US
"Jablonski, Dan",Emory Alumni Rowing,Atlanta,Georgia,US
"Kenty, Nora",Emory Alumni Rowing,Atlanta,Georgia,US
"Krakowiak, Joseph",Emory Alumni Rowing,Atlanta,Georgia,US
"Leenders, Sofie",Emory Alumni Rowing,Atlanta,Georgia,US
"Mann, Tara",Emory Alumni Rowing,Atlanta,Georgia,US
"Margulies, Jen",Emory Alumni Rowing,Atlanta,Georgia,US
"Smith, Phi",Emory Alumni Rowing,Atlanta,Georgia,US
"Beauchemin, Eric",Georgia Tech Crew,Atlanta,Georgia,US
"Beck, Gregory",Georgia Tech Crew,Atlanta,Georgia,US
"Bitzko, David",Georgia Tech Crew,Atlanta,Georgia,US
"Bonin, Anne Blair",Georgia Tech Crew,Atlanta,Georgia,US
"Brady, Galvin",Georgia Tech Crew,Atlanta,Georgia,US
"Fowler, Lee",Georgia Tech Crew,Atlanta,Georgia,US
"Gloyd, Todd",Georgia Tech Crew,Atlanta,Georgia,US
"Gunnarson, Austin",Georgia Tech Crew,Atlanta,Georgia,US
"Heyerdahl, Hannah",Georgia Tech Crew,Atlanta,Georgia,US
"Johnston, Joshua",Georgia Tech Crew,Atlanta,Georgia,US
"Kaye, Alec",Georgia Tech Crew,Atlanta,Georgia,US
"Lin, Michelle",Georgia Tech Crew,Atlanta,Georgia,US
"Meiller, Sean",Georgia Tech Crew,Atlanta,Georgia,US
"Miranda, David",Georgia Tech Crew,Atlanta,Georgia,US
"Olinde, John",Georgia Tech Crew,Atlanta,Georgia,US
"Pham, Stephanie",Georgia Tech Crew,Atlanta,Georgia,US
"Preihs, John",Georgia Tech Crew,Atlanta,Georgia,US
"Riordan, John",Georgia Tech Crew,Atlanta,Georgia,US
"Sandhu, Vivek",Georgia Tech Crew,Atlanta,Georgia,US
"Stacks, Rachel",Georgia Tech Crew,Atlanta,Georgia,US
"Thomas, Bethany",Georgia Tech Crew,Atlanta,Georgia,US
"Wang, Kevin",Georgia Tech Crew,Atlanta,Georgia,US
"Wright, David",Georgia Tech Crew,Atlanta,Georgia,US
"Devoy, Marie",St Georges Rowing Club,Auckland,Auckland,NZ
"Tucker, Ann",St Georges Rowing Club,Auckland,Auckland,NZ
"Drysdale, Mahe",West End Rowing Club,Auckland,,NZ
"Ayres, Phoebe",Austin Rowing Club,Austin,Texas,US
"Criswell, Sydney",Austin Rowing Club,Austin,Texas,US
"Gianakopoulos, Marina",Austin Rowing Club,Austin,Texas,US
"Malerba, Grace",Austin Rowing Club,Austin,Texas,US
"Morales, Emilia",Austin Rowing Club,Austin,Texas,US
"Perry, Elizabeth",Austin Rowing Club,Austin,Texas,US
"Reinis, Kristina",Austin Rowing Club,Austin,Texas,US
"Shook, Megan",Austin Rowing Club,Austin,Texas,US
"White, Sarah",Austin Rowing Club,Austin,Texas,US
"Cornet, Erik",Austin Rowing Club,Austin,Texas,US
"Hamilton, Tony",Austin Rowing Club,Austin,Texas,US
"Johnson, Gwendolyn",Austin Rowing Club,Austin,Texas,US
"Duchala, Patrick",Texas Crew,Austin,Texas,US
"Fridge, Victoria",Texas Crew,Austin,Texas,US
"Harmon, John",Texas Crew,Austin,Texas,US
"Kellner, Hughie",Texas Crew,Austin,Texas,US
"Toto, Robert",Texas Crew,Austin,Texas,US
"Doyle, Gregory",Texas Rowing Center,Austin,Texas,US
"Adams, Connie",Texas Rowing Center,Austin,Texas,US
"Allison, John",Texas Rowing Center,Austin,Texas,US
"Amstutz, Sophia",Texas Rowing Center,Austin,Texas,US
"Bolton, Scott",Texas Rowing Center,Austin,Texas,US
"Borchelt, Simon",Texas Rowing Center,Austin,Texas,US
"Carlander, Chloe",Texas Rowing Center,Austin,Texas,US
"Carter, Sue",Texas Rowing Center,Austin,Texas,US
"Conti-McKerrihan, Kenza",Texas Rowing Center,Austin,Texas,US
"Daniels, Sarah",Texas Rowing Center,Austin,Texas,US
"Devlyn, Denise",Texas Rowing Center,Austin,Texas,US
"Genovesi, Michael",Texas Rowing Center,Austin,Texas,US
"Gwadz, Marc",Texas Rowing Center,Austin,Texas,US
"Hendrix, Gerald",Texas Rowing Center,Austin,Texas,US
"Hicks, Constance",Texas Rowing Center,Austin,Texas,US
"Klug, Hillary",Texas Rowing Center,Austin,Texas,US
"Knifton, Matthew",Texas Rowing Center,Austin,Texas,US
"Larsen, Poet",Texas Rowing Center,Austin,Texas,US
"Lavieri, Patricia",Texas Rowing Center,Austin,Texas,US
"Lee, Lisa",Texas Rowing Center,Austin,Texas,US
"Meiske, Erich",Texas Rowing Center,Austin,Texas,US
"Middleman, Nancy",Texas Rowing Center,Austin,Texas,US
"Notzon, Ulan",Texas Rowing Center,Austin,Texas,US
"Odell, Anna",Texas Rowing Center,Austin,Texas,US
"Ohrstrom, Anna",Texas Rowing Center,Austin,Texas,US
"Redman, Casey",Texas Rowing Center,Austin,Texas,US
"Robinson, Maria",Texas Rowing Center,Austin,Texas,US
"Scheer, Veronica",Texas Rowing Center,Austin,Texas,US
"Shalabi, Khalil",Texas Rowing Center,Austin,Texas,US
"Shepherd, Jane",Texas Rowing Center,Austin,Texas,US
"Skeffington, Kristy",Texas Rowing Center,Austin,Texas,US
"Smith, Sharon",Texas Rowing Center,Austin,Texas,US
"Thrash, Falesha",Texas Rowing Center,Austin,Texas,US
"Wilkowski, Abbey",Texas Rowing Center,Austin,Texas,US
"Wilson, Kim",Texas Rowing Center,Austin,Texas,US
"Bagley, Matthew",Avon High School,Avon,Connecticut,US
"Baldauf, Grace",Avon High School,Avon,Connecticut,US
"Boswell, Emily",Avon High School,Avon,Connecticut,US
"Boswell, Megan",Avon High School,Avon,Connecticut,US
"Coleman, Ben",Avon High School,Avon,Connecticut,US
"Edwards, Blake",Avon High School,Avon,Connecticut,US
"Filstein, Tali",Avon High School,Avon,Connecticut,US
"Hayes, Annie",Avon High School,Avon,Connecticut,US
"Kostal, Will",Avon High School,Avon,Connecticut,US
"Sonnenberg, Spencer",Avon High School,Avon,Connecticut,US
"Campbell, Karen",Bainbridge Island Rowing,Bainbridge Island,Washington,US
"Derry, Mary",Bainbridge Island Rowing,Bainbridge Island,Washington,US
"Galbraith, Tammy",Bainbridge Island Rowing,Bainbridge Island,Washington,US
"Kriegh, Leah",Bainbridge Island Rowing,Bainbridge Island,Washington,US
"Vessenes, Chelsea",Bainbridge Island Rowing,Bainbridge Island,Washington,US
"Bausch, Sarae",Baltimore Rowing Club,Baltimore,Maryland,US
"Cesewski, Walter P",Baltimore Rowing Club,Baltimore,Maryland,US
"Erbelding, Emily",Baltimore Rowing Club,Baltimore,Maryland,US
"Field, Megan",Baltimore Rowing Club,Baltimore,Maryland,US
"Flickinger, Katie",Baltimore Rowing Club,Baltimore,Maryland,US
"Gamble, Laura",Baltimore Rowing Club,Baltimore,Maryland,US
"Hildebrandt, Carrie",Baltimore Rowing Club,Baltimore,Maryland,US
"Hines, Jeanni",Baltimore Rowing Club,Baltimore,Maryland,US
"Ileto, Kellie",Baltimore Rowing Club,Baltimore,Maryland,US
"Lawrence, Elizabeth",Baltimore Rowing Club,Baltimore,Maryland,US
"Leung, Paul",Baltimore Rowing Club,Baltimore,Maryland,US
"Merkle, Paula Krahn",Baltimore Rowing Club,Baltimore,Maryland,US
"Neider, Tara",Baltimore Rowing Club,Baltimore,Maryland,US
"Pipitone, Laurie",Baltimore Rowing Club,Baltimore,Maryland,US
"Quinn, Joshua",Baltimore Rowing Club,Baltimore,Maryland,US
"Turtle, Elizabeth",Baltimore Rowing Club,Baltimore,Maryland,US
"Wrabley, MaryLouise",Baltimore Rowing Club,Baltimore,Maryland,US
"brayton, robert",Occoquan International,Baltimore,Maryland,US
"Findlay, Dick",Occoquan International,Baltimore,Maryland,US
"Fischer, F. Wood",Occoquan International,Baltimore,Maryland,US
"Gilbert, Daniel",Occoquan International,Baltimore,Maryland,US
"Kakas , Edward",Occoquan International,Baltimore,Maryland,US
"Knight, Paul",Occoquan International,Baltimore,Maryland,US
"Krizek, Vlado",Occoquan International,Baltimore,Maryland,US
"McGuirk, Michael",Occoquan International,Baltimore,Maryland,US
"Miksic, Darko",Occoquan International,Baltimore,Maryland,US
"MATHIS, Meli",Aviron Bayonnais,BAYONNE,Aquitaine,FR
"ANDRE, Frédéric",Aviron Bayonnais,BAYONNE,Aquitaine,FR
"BRIMALDI, Philippe",Aviron Bayonnais,BAYONNE,Aquitaine,FR
"DUCROS, Frédéric",Aviron Bayonnais,BAYONNE,Aquitaine,FR
"GAILLAC, Roland",Aviron Bayonnais,BAYONNE,Aquitaine,FR
"LOURDAUX, Nicolas",Aviron Bayonnais,BAYONNE,Aquitaine,FR
"MATHIEU, Jean-Pierre",Aviron Bayonnais,BAYONNE,Aquitaine,FR
"RIETH, Sebastien",Aviron Bayonnais,BAYONNE,Aquitaine,FR
"VERGNES, Jean-Paul",Aviron Bayonnais,BAYONNE,Aquitaine,FR
"Ahnen, Matthew",Bedford Crew Club,Bedford,New Hampshire,US
"Ashooh, Maya",Bedford Crew Club,Bedford,New Hampshire,US
"Campbell, Cara",Bedford Crew Club,Bedford,New Hampshire,US
"Catania, Jacob",Bedford Crew Club,Bedford,New Hampshire,US
"Ford, Sydney",Bedford Crew Club,Bedford,New Hampshire,US
"Gauthier, Elise",Bedford Crew Club,Bedford,New Hampshire,US
"Glynn, Jona",Bedford Crew Club,Bedford,New Hampshire,US
"Gould, Nathan",Bedford Crew Club,Bedford,New Hampshire,US
"Johnson, Silas",Bedford Crew Club,Bedford,New Hampshire,US
"Kearns, Mackenzie",Bedford Crew Club,Bedford,New Hampshire,US
"Peach, Emily",Bedford Crew Club,Bedford,New Hampshire,US
"Schwartz, Alexander",Bedford Crew Club,Bedford,New Hampshire,US
"Thibeault, Victoria",Bedford Crew Club,Bedford,New Hampshire,US
"Willis, Mckenzie",Bedford Crew Club,Bedford,New Hampshire,US
"Bennetts, Luke",St Benedict's College,Bedfordview,Gauteng,ZA
"Boettger, Jaco",St Benedict's College,Bedfordview,Gauteng,ZA
"Breet, Devon",St Benedict's College,Bedfordview,Gauteng,ZA
"Catinella, Gianfrancoo",St Benedict's College,Bedfordview,Gauteng,ZA
"Julicher, Alexander",St Benedict's College,Bedfordview,Gauteng,ZA
"Kruger, David",St Benedict's College,Bedfordview,Gauteng,ZA
"Pepin, Matthew",St Benedict's College,Bedfordview,Gauteng,ZA
"Peters, Trehnt",St Benedict's College,Bedfordview,Gauteng,ZA
"Rabey, Mitchell",St Benedict's College,Bedfordview,Gauteng,ZA
"Richards, Aidan",St Benedict's College,Bedfordview,Gauteng,ZA
"Tonini, Luca",St Benedict's College,Bedfordview,Gauteng,ZA
"Torrente, Sandro",St Benedict's College,Bedfordview,Gauteng,ZA
"Moore, Deirdre",China Rowing Master Union,beijing,,CN
"Lee, Kihyun",China Rowing Master Union,beijing,,CN
"Li, Honghai",China Rowing Master Union,beijing,,CN
"liu, Ziyu",China Rowing Master Union,beijing,,CN
"Sha, Mo",China Rowing Master Union,beijing,,CN
"Shen, Qunming",China Rowing Master Union,beijing,,CN
"shen, yihan",China Rowing Master Union,beijing,,CN
"Wang, Shi",China Rowing Master Union,beijing,,CN
"Wei, Ming",China Rowing Master Union,beijing,,CN
"Anderson, Severn",Western Washington Universty,Bellingham,Washington,US
"Brown, Henry",Western Washington Universty,Bellingham,Washington,US
"Doty, Stuart",Western Washington Universty,Bellingham,Washington,US
"Jensen, Nick",Western Washington Universty,Bellingham,Washington,US
"Nieman, Charlotte",Western Washington Universty,Bellingham,Washington,US
"Afeyan, Alexander",Belmont Hill School,Belmont,Massachusetts,US
"Cronin, Richard",Belmont Hill School,Belmont,Massachusetts,US
"Findeis, Mark",Belmont Hill School,Belmont,Massachusetts,US
"Fulham, Timothy",Belmont Hill School,Belmont,Massachusetts,US
"Hall, Parker",Belmont Hill School,Belmont,Massachusetts,US
"Jahrling, Bobby",Belmont Hill School,Belmont,Massachusetts,US
"Kermond, Peter",Belmont Hill School,Belmont,Massachusetts,US
"Odegard, Jens Henrik",Belmont Hill School,Belmont,Massachusetts,US
"Pare, Jack",Belmont Hill School,Belmont,Massachusetts,US
"richards, Jack",Belmont Hill School,Belmont,Massachusetts,US
"Ruggles, Thomas",Belmont Hill School,Belmont,Massachusetts,US
"Ryan, William",Belmont Hill School,Belmont,Massachusetts,US
"Schley, Daniel",Belmont Hill School,Belmont,Massachusetts,US
"Thomas, Henry",Belmont Hill School,Belmont,Massachusetts,US
"Tunnecliff, John",Belmont Hill School,Belmont,Massachusetts,US
"Vettel, Henry",Belmont Hill School,Belmont,Massachusetts,US
"Warming, Robbie",Belmont Hill School,Belmont,Massachusetts,US
"Weiter, William",Belmont Hill School,Belmont,Massachusetts,US
"White, Jon",Belmont Hill School,Belmont,Massachusetts,US
"Wilkins, Christopher",Belmont Hill School,Belmont,Massachusetts,US
"Aronsveen, Lene",Norges Handelshøgskoles Idrettsforening - Oktagon,Bergen,Hordaland,NO
"Brattlie, Anette",Norges Handelshøgskoles Idrettsforening - Oktagon,Bergen,Hordaland,NO
"Fjeld, Julie",Norges Handelshøgskoles Idrettsforening - Oktagon,Bergen,Hordaland,NO
"Guthe, Nora",Norges Handelshøgskoles Idrettsforening - Oktagon,Bergen,Hordaland,NO
"Haver Mathiesen, Amanda",Norges Handelshøgskoles Idrettsforening - Oktagon,Bergen,Hordaland,NO
"Holte, Henriette Frølich",Norges Handelshøgskoles Idrettsforening - Oktagon,Bergen,Hordaland,NO
"Lillebøe, Frida",Norges Handelshøgskoles Idrettsforening - Oktagon,Bergen,Hordaland,NO
"Mostad, Marie",Norges Handelshøgskoles Idrettsforening - Oktagon,Bergen,Hordaland,NO
"Undlien, Mari",Norges Handelshøgskoles Idrettsforening - Oktagon,Bergen,Hordaland,NO
"Archibald, Jessica",Berkeley Paddling And Rowing Club,Berkeley,California,US
"Bellantoni, Janet",Berkeley Paddling And Rowing Club,Berkeley,California,US
"Bort, Daniel",Berkeley Paddling And Rowing Club,Berkeley,California,US
"Braithwaite, Ellen",Berkeley Paddling And Rowing Club,Berkeley,California,US
"Brown, Izzie",Berkeley Paddling And Rowing Club,Berkeley,California,US
"Setchko, Marjorie",Berkeley Paddling And Rowing Club,Berkeley,California,US
"Thoron, Liz",Berkeley Paddling And Rowing Club,Berkeley,California,US
"Alexander, Erin","University Of California, Berkeley",Berkeley,California,US
"Chase, Kendall","University Of California, Berkeley",Berkeley,California,US
"Christopher, Hannah","University Of California, Berkeley",Berkeley,California,US
